mean_para,disp_para
287.004424778761,0.452875960980412
68558.1061946903,0.208088834954661
1025.64159292035,0.385672925222544
2041.38938053097,0.05743259512936
4077.05752212389,0.414674408741753
285.216814159292,0.642212445238602
4302.2610619469,0.113815774317261
3377.36725663717,0.133965741939687
6367.1592920354,0.118893629541753
1338.06194690265,0.11468126925555
1311.23451327434,0.148672457000514
1149.5,0.0877138546845588
2803.07522123894,0.117842539477658
1462.53539823009,0.321917020998485
3152.82300884956,0.110120826301842
3682.27876106195,0.721872882256155
4750.52654867257,0.43564311443372
635.203539823009,0.806685930073258
449.942477876106,0.0989316934469347
1521.94247787611,2.1554103881069
4147.38053097345,0.186829159110686
5199.80088495575,0.357256142616403
292.048672566372,0.839424678647351
2129.68584070796,0.269543529070334
1416.92920353982,0.622917300874678
924.681415929204,0.188789686455043
3560.52654867257,1.13516155272016
1994.60619469027,0.812407823483549
792.929203539823,0.508592085794246
1163.09292035398,0.124966636849021
1583.56637168142,0.252616447226687
1634.94690265487,0.0650930629480366
1578.03097345133,0.149089074597729
527.70796460177,0.32093930660789
3817.82300884956,0.128767633029191
1209.22566371681,0.0942990770554527
3530.15044247788,2.46511164904823
1567.72123893805,0.629147527671474
906.004424778761,0.777018219095155
3405.43805309735,0.283723680324506
529.955752212389,0.926989545698395
542.115044247788,1.49519392088316
2093.56194690265,0.69522782988479
1154.76991150442,0.350604156319982
677.579646017699,1.31149152900075
6380.45575221239,0.186004345951396
1821.48230088496,0.090719000153518
3667.25221238938,0.115769788379724
5204.04867256637,0.0664356525886226
2731.51327433628,0.0711630415188792
3244.54424778761,0.0898413281587333
2608.12831858407,0.211415332270689
551.16814159292,0.659085259342418
2118.84955752212,0.097943323449102
2064.57079646018,0.258552787241847
3862.72123893805,0.119354153293842
1556.22566371681,0.0971553062777969
589.91592920354,0.230463852110733
5752.96460176991,0.177780488861385
1878.53539823009,0.417487921210414
2871.97345132743,0.0816161986077685
17359.314159292,0.276745946577081
1461.25221238938,0.32739240147816
2952.63274336283,0.142016600049162
3349.85398230089,0.21083827080173
702.137168141593,0.317965787928156
679.349557522124,0.183830138658924
4833.97787610619,0.0619457783724156
4538.56194690266,0.118243834139323
568,0.218309980048478
3356.68584070796,0.693573738289658
7002.83628318584,0.072462018100958
